0.498530	0.003129	0.508336	0.503644
0.486475	0.004932	0.466818	0.536900
0.488193	0.025725	0.497131	0.505216
0.522586	0.001241	0.524774	0.481157
0.484479	0.012912	0.534143	0.491641
0.511293	0.020991	0.534938	0.474732
0.510260	0.001355	0.481737	0.519218
0.506981	0.023523	0.520598	0.485494
0.511071	0.016144	0.506007	0.526765
0.511160	0.023996	0.504817	0.502780
0.520821	0.005350	0.513739	0.485380
0.501165	0.013615	0.494735	0.520421
0.489388	0.007529	0.502344	0.489954
0.490436	0.018333	0.509623	0.523798
0.523374	0.001735	0.509662	0.517395
0.459347	0.007608	0.498870	0.484371
0.476887	0.002131	0.491617	0.508167
0.510416	0.503434	0.491226	0.473950
0.495991	0.478277	0.481349	0.550265
0.526807	0.484438	0.483618	0.514288
0.518439	0.502321	0.538296	0.509824
0.498033	0.529866	0.522726	0.511868
0.500056	0.464789	0.492142	0.538281
0.496071	0.497515	0.492345	0.512912
0.516250	0.510592	0.471817	0.515735
0.528903	0.477095	0.487166	0.515818
0.474091	0.512526	0.463995	0.519397
0.506146	0.473907	0.504048	0.480002
0.513625	0.471302	0.515954	0.473685
0.491356	0.511372	0.497408	0.518082
0.527889	0.471917	0.537111	0.432320
0.477114	0.507153	0.488374	0.498867
0.478754	0.497507	0.484933	0.511035
0.472440	0.032336	0.027597	0.309718
0.497002	0.003887	0.022277	0.352551
0.511309	0.001568	0.000088	0.319515
0.494708	0.036431	0.008965	0.343515
0.539857	0.019518	0.030584	0.356918
0.495402	0.002468	0.001908	0.315977
0.501377	0.013378	0.030196	0.313064
0.528535	0.051646	0.036405	0.340369
0.508749	0.000637	0.029803	0.360436
0.493450	0.002813	0.014574	0.311289
0.506809	0.005795	0.017055	0.348098
0.486287	0.020577	0.012489	0.341570
0.516259	0.013025	0.034272	0.335207
0.503104	0.012510	0.005612	0.361687
0.493953	0.004488	0.048434	0.335317
0.529693	0.000508	0.039027	0.290876
0.522186	0.013897	0.010176	0.322817
0.506040	0.027445	0.023931	0.389587
0.523102	0.005114	0.012164	0.341933
0.486476	0.496649	0.515233	0.492284
0.517209	0.530158	0.546769	0.489075
0.483613	0.511676	0.498022	0.516023
0.512068	0.476929	0.521486	0.504041
0.476896	0.489535	0.517257	0.511731
0.485106	0.507825	0.488596	0.507486
0.480527	0.491242	0.496323	0.478935
0.516603	0.480730	0.506650	0.492095
0.445070	0.488609	0.523778	0.509153
0.471897	0.015818	0.501690	0.005042
0.498748	0.009575	0.505203	0.007584
0.468437	0.021140	0.515322	0.009655
0.497484	0.009266	0.504393	0.030046
0.509505	0.040225	0.459857	0.011967
0.512393	0.005216	0.461848	0.004489
0.504555	0.017486	0.541607	0.001869
0.465385	0.006042	0.490106	0.018338
0.504535	0.015106	0.493830	0.029482
0.488574	0.011870	0.498864	0.003008
0.476316	0.004027	0.512568	0.033828
0.483143	0.028641	0.479476	0.022678
0.472197	0.006458	0.499246	0.030497
0.520883	0.003290	0.535955	0.014318
0.492330	0.010906	0.485351	0.036601
0.493759	0.009340	0.519975	0.015397
0.513835	0.004258	0.519210	0.022600
0.509871	0.004027	0.485414	0.034626
0.536577	0.000142	0.500309	0.011180
0.497821	0.023249	0.488614	0.009174
0.491766	0.016513	0.516007	0.000240
0.467568	0.007143	0.500335	0.008504
0.513189	0.056155	0.499017	0.034757
0.494911	0.039969	0.489676	0.018673
0.537855	0.033880	0.501165	0.654837
0.470925	0.033227	0.529913	0.633837
0.465789	0.018565	0.512634	0.677231
0.510454	0.005528	0.480475	0.639296
0.494259	0.029158	0.478202	0.651720
0.543150	0.000448	0.503639	0.678223
0.494176	0.023069	0.462921	0.698686
0.516858	0.000388	0.523605	0.652997
0.509453	0.018593	0.473461	0.360970
0.502750	0.009214	0.506831	0.336121
0.489424	0.017439	0.480272	0.350112
0.487155	0.029712	0.477909	0.342829
0.496993	0.023421	0.487091	0.305077
0.484865	0.006079	0.504183	0.323493
0.522083	0.020120	0.497487	0.341671
0.503807	0.012299	0.505386	0.346374
0.512918	0.006706	0.500413	0.362875
0.472429	0.010428	0.532104	0.325315
0.504946	0.024645	0.493613	0.324189
0.475841	0.034244	0.511425	0.349731
0.498074	0.001011	0.495121	0.327076
0.469291	0.011003	0.473289	0.335732
0.517670	0.012815	0.503513	0.325628
0.511900	0.013555	0.483370	0.331960
0.520080	0.021863	0.499088	0.318045
0.531643	0.013303	0.485777	0.326259
0.528366	0.009822	0.524152	0.336624
0.524996	0.012685	0.466187	0.337077
0.493161	0.000428	0.499361	0.304504
0.479837	0.016274	0.492803	0.350660
0.548262	0.013322	0.476744	0.332205
0.520303	0.473928	0.477045	0.481908
0.476559	0.487457	0.486220	0.483415
0.516076	0.534631	0.487974	0.494302
0.499866	0.511864	0.526342	0.521100
0.503053	0.499570	0.503492	0.474396
0.507619	0.487983	0.557164	0.505568
0.501995	0.490720	0.498193	0.484704
0.524457	0.509115	0.500334	0.484279
0.466415	0.473108	0.489724	0.512892
0.506167	0.551718	0.463968	0.475192
0.500556	0.028258	0.486042	0.655314
0.494486	0.004154	0.489012	0.671021
0.450184	0.016121	0.500233	0.665426
0.495846	0.017280	0.507847	0.642696
0.477424	0.006340	0.501889	0.685164
0.489428	0.010363	0.512822	0.662343
0.516422	0.017799	0.498241	0.705312
0.519967	0.016844	0.497488	0.637784
0.514495	0.014814	0.497385	0.699270
0.511271	0.028024	0.508329	0.650950
0.482423	0.009299	0.508071	0.688773
0.518099	0.014911	0.497597	0.685246
0.515719	0.010356	0.496112	0.648846
0.530138	0.001025	0.514097	0.632936
0.519314	0.017915	0.498208	0.650963
0.486018	0.016161	0.485674	0.668290
0.476693	0.023670	0.520713	0.656377
0.468738	0.019877	0.527264	0.671504
0.463451	0.007979	0.483216	0.675845
0.508778	0.034573	0.503375	0.359146
0.476083	0.003165	0.526554	0.314115
0.471674	0.012725	0.456488	0.367522
0.478403	0.006236	0.502903	0.341962
0.474920	0.031444	0.547742	0.351262
0.476983	0.016973	0.462111	0.309979
0.500159	0.032110	0.499323	0.310980
0.527496	0.023757	0.544497	0.306405
0.485557	0.000328	0.491218	0.341404
0.505699	0.000719	0.507277	0.327936
0.518161	0.026236	0.006481	0.527004
0.506908	0.024528	0.013833	0.512347
0.454000	0.009035	0.009821	0.514449
0.487637	0.006408	0.025986	0.497513
0.507872	0.024181	0.012182	0.506518
0.507955	0.014209	0.023052	0.522931
0.461200	0.019924	0.009724	0.504717
0.495577	0.022703	0.010073	0.517145
0.477535	0.016126	0.029016	0.489234
0.477088	0.005929	0.040812	0.515109
0.517511	0.002800	0.003731	0.465236
0.512126	0.015245	0.015271	0.527366
0.484561	0.021813	0.006622	0.517978
0.471681	0.050541	0.010127	0.486589
0.522283	0.026523	0.015220	0.509350
0.507387	0.001927	0.017446	0.499079
0.510435	0.014012	0.025369	0.515984
0.497899	0.499324	0.501891	0.505043
0.457562	0.510409	0.507836	0.478988
0.499782	0.481033	0.492922	0.470881
0.506124	0.502492	0.497826	0.487980
0.487761	0.514193	0.515551	0.511775
0.511100	0.492103	0.539384	0.485237
0.536902	0.519750	0.474475	0.485519
0.504980	0.473935	0.463321	0.497058
0.532468	0.006970	0.507925	0.473954
0.504692	0.021398	0.472135	0.483522
0.497409	0.023209	0.507284	0.501215
0.475595	0.017757	0.487263	0.507931
0.534662	0.009067	0.479144	0.502897
0.510078	0.002525	0.492669	0.521724
0.482706	0.010438	0.505667	0.507436
0.524055	0.007014	0.535455	0.513586
0.489783	0.001689	0.495285	0.501510
0.492502	0.024616	0.500910	0.517653
0.496346	0.039015	0.491295	0.494866
0.488573	0.014782	0.486315	0.527750
0.502541	0.004481	0.502933	0.522102
0.503811	0.022988	0.470640	0.498782
0.495204	0.006601	0.484148	0.527694
0.480119	0.009335	0.513977	0.487820
0.521403	0.030758	0.490012	0.521193
0.503341	0.024779	0.535574	0.541869
0.517632	0.495138	0.006435	0.359851
0.484863	0.523617	0.022073	0.342257
0.497006	0.530544	0.018043	0.319138
0.479474	0.525414	0.017586	0.336529
0.496942	0.472161	0.039573	0.316077
0.466248	0.452713	0.007582	0.350045
0.461805	0.521150	0.012973	0.343637
0.479815	0.470339	0.001021	0.357788
0.484404	0.002941	0.487292	0.322877
0.528064	0.015580	0.521906	0.303228
0.485977	0.025987	0.489534	0.344787
0.496117	0.018862	0.447125	0.324961
0.482732	0.000142	0.504733	0.326268
0.487579	0.024725	0.474554	0.358544
0.481539	0.043829	0.509046	0.362477
0.507267	0.043549	0.487532	0.344506
0.497949	0.016022	0.504319	0.328618
0.470352	0.057991	0.508803	0.324665
0.484889	0.038430	0.475369	0.348589
0.478794	0.023034	0.470575	0.332782
0.488910	0.010308	0.485584	0.313329
0.517722	0.001422	0.490000	0.318924
0.497434	0.007229	0.493791	0.278425
0.523754	0.001247	0.488137	0.336814
0.505956	0.708697	0.468611	0.654742
0.476286	0.695749	0.521490	0.648526
0.507316	0.682626	0.494528	0.680716
0.525871	0.642790	0.528566	0.700737
0.470543	0.662325	0.504043	0.677615
0.492560	0.692879	0.520751	0.626370
0.473287	0.630904	0.499927	0.710860
0.500843	0.497774	0.007441	0.325651
0.497126	0.507249	0.027634	0.321423
0.471267	0.478363	0.002403	0.337390
0.493154	0.498059	0.009432	0.301295
0.491801	0.492094	0.020728	0.320748
0.485785	0.450988	0.000834	0.323424
0.524271	0.508203	0.008293	0.347832
0.492119	0.504207	0.002909	0.347772
0.455458	0.511016	0.009511	0.365724
0.480204	0.482920	0.015348	0.329268
0.491765	0.475010	0.024773	0.326754
0.504398	0.532388	0.003011	0.299529
0.484725	0.488368	0.044304	0.350806
0.509414	0.535261	0.019837	0.350915
0.508765	0.493693	0.029188	0.316347
0.511876	0.537435	0.022022	0.335977
0.467316	0.496034	0.017623	0.351206
0.501999	0.013034	0.502125	0.342869
0.506931	0.005642	0.511432	0.324773
0.498857	0.026821	0.522707	0.299074
0.471447	0.034334	0.498273	0.319583
0.501722	0.001681	0.503940	0.340714
0.562733	0.020386	0.496111	0.312538
0.475788	0.016324	0.522505	0.329945
0.501879	0.024470	0.518179	0.330799
0.510702	0.006937	0.484338	0.348942
0.521591	0.000476	0.494840	0.031109
0.516257	0.018908	0.490368	0.011798
0.523349	0.039767	0.482532	0.013467
0.464928	0.026588	0.454384	0.003777
0.467848	0.010614	0.500092	0.014873
0.497465	0.006986	0.522726	0.002090
0.509347	0.000534	0.506123	0.004071
0.500208	0.061176	0.492601	0.016681
0.487948	0.007708	0.457122	0.027424
0.497497	0.000547	0.494486	0.019029
0.500878	0.018451	0.495024	0.039283
0.508878	0.023701	0.517841	0.024467
0.485947	0.005692	0.466429	0.024267
0.532155	0.051878	0.506505	0.001495
0.481091	0.018696	0.640854	0.342358
0.498854	0.006692	0.622680	0.336795
0.516704	0.024687	0.662120	0.346589
0.518929	0.000246	0.714330	0.324354
0.530887	0.008193	0.664442	0.352904
0.501337	0.003326	0.672779	0.334058
0.486350	0.021625	0.525328	0.668553
0.513600	0.009132	0.548529	0.662205
0.508151	0.046424	0.464698	0.649599
0.494311	0.030191	0.489514	0.660456
0.485600	0.027906	0.490748	0.673476
0.507179	0.016071	0.498010	0.648266
0.487942	0.024807	0.475025	0.660325
0.463881	0.018481	0.487363	0.654205
0.535613	0.022334	0.506909	0.646670
0.488691	0.004106	0.493236	0.658238
0.493964	0.000061	0.491569	0.649767
0.515225	0.031294	0.510068	0.645581
0.505662	0.033849	0.452555	0.669557
0.508936	0.043783	0.504595	0.667109
0.470894	0.022822	0.480209	0.660538
0.494535	0.016099	0.489770	0.684584
0.500115	0.033119	0.465789	0.643874
0.500805	0.020418	0.494434	0.349014
0.525223	0.042384	0.496486	0.355552
0.518875	0.039521	0.519688	0.327271
0.500971	0.001169	0.530836	0.480308
0.527903	0.004574	0.514215	0.510144
0.478953	0.002093	0.481448	0.491159
0.463796	0.007438	0.486586	0.511609
0.518497	0.018890	0.510199	0.497216
0.523266	0.012420	0.499634	0.462616
0.478316	0.033685	0.466031	0.498395
0.474778	0.015064	0.486306	0.498254
0.510361	0.005009	0.475339	0.475797
0.496907	0.027479	0.465987	0.489152
0.495584	0.001151	0.493788	0.499427
0.488428	0.006738	0.509414	0.473020
0.523982	0.001750	0.489602	0.515211
0.522656	0.008988	0.484999	0.517851
0.530461	0.029940	0.542560	0.523454
0.469940	0.008943	0.480238	0.528029
0.515847	0.001911	0.490385	0.494282
0.483570	0.520240	0.508041	0.325805
0.525875	0.526338	0.513870	0.378042
0.512343	0.512738	0.502254	0.340893
0.479921	0.001955	0.525562	0.673874
0.511768	0.004963	0.527587	0.658395
0.486999	0.017183	0.515327	0.661203
0.507086	0.029257	0.518821	0.686050
0.479155	0.012835	0.467719	0.664210
0.487953	0.021390	0.472983	0.652307
0.501145	0.015714	0.542536	0.647674
0.539686	0.029919	0.471212	0.650089
0.492267	0.001200	0.489601	0.654437
0.468162	0.008415	0.468339	0.654639
0.503975	0.045434	0.476070	0.654228
0.531622	0.023377	0.500391	0.667009
0.487467	0.002901	0.508135	0.654921
0.506089	0.019984	0.530017	0.649323
0.506117	0.004356	0.489204	0.645360
0.523431	0.003818	0.518327	0.686505
0.511139	0.331371	0.506550	0.710945
0.474213	0.368298	0.478897	0.605317
0.489843	0.318482	0.481094	0.685685
0.511959	0.004356	0.536068	0.691168
0.498773	0.026841	0.481871	0.648003
0.520124	0.015262	0.519267	0.652938
0.488647	0.018757	0.514289	0.653588
0.493194	0.016338	0.492487	0.640877
0.512735	0.041653	0.495980	0.675997
0.455629	0.014585	0.492612	0.702298
0.487493	0.015875	0.477241	0.688041
0.500740	0.020034	0.490193	0.672545
0.494606	0.008316	0.503805	0.681651
0.501521	0.001007	0.500588	0.691144
0.543037	0.034424	0.516991	0.683893
0.485147	0.015617	0.494429	0.660944
0.494486	0.017351	0.508772	0.685005
0.466661	0.014140	0.487455	0.681271
0.465116	0.020331	0.497837	0.336035
0.509058	0.019650	0.498119	0.313844
0.524977	0.004940	0.493132	0.323162
0.485737	0.031521	0.490591	0.355271
0.514449	0.019015	0.556872	0.324705
0.487822	0.033635	0.479798	0.318929
0.477284	0.004779	0.498819	0.025829
0.476626	0.002387	0.489699	0.024265
0.502593	0.018656	0.492721	0.022676
0.513511	0.009405	0.511815	0.039270
0.497614	0.047507	0.527678	0.024159
0.492674	0.024465	0.451261	0.017596
0.484632	0.035590	0.476231	0.019569
0.476897	0.002697	0.492112	0.025306
0.501813	0.007110	0.488407	0.022886
0.505702	0.024686	0.001149	0.670810
0.488127	0.022074	0.003410	0.674551
0.498930	0.018222	0.029427	0.686388
0.478577	0.003834	0.039785	0.654419
0.505220	0.017137	0.496605	0.328528
0.480566	0.001091	0.499285	0.357145
0.491677	0.021487	0.499597	0.357064
0.501792	0.011410	0.483933	0.342403
0.495461	0.018982	0.469855	0.317030
0.498864	0.012970	0.486264	0.338274
0.492369	0.017801	0.523874	0.320193
0.502897	0.018473	0.514360	0.302843
0.501447	0.006784	0.487360	0.336683
0.470877	0.027484	0.487618	0.324290
0.516152	0.000323	0.520115	0.662302
0.483981	0.042810	0.497606	0.671862
0.519340	0.015722	0.463726	0.709311
0.513431	0.341804	0.506677	0.354953
0.514620	0.321985	0.500185	0.341909
0.489529	0.304010	0.510260	0.346763
0.477325	0.342914	0.526327	0.310914
0.469549	0.323698	0.495160	0.307902
0.476463	0.357921	0.496705	0.321218
0.526860	0.328004	0.515360	0.311390
0.538349	0.331095	0.497138	0.345002
0.482345	0.326361	0.469568	0.342817
0.487851	0.356702	0.522942	0.337803
0.531231	0.340685	0.481899	0.300534
0.526859	0.061877	0.518353	0.663356
0.525944	0.012788	0.465369	0.640925
0.510987	0.005388	0.512929	0.633772
0.493950	0.003958	0.499012	0.674431
0.488996	0.008481	0.498975	0.625225
0.525944	0.006383	0.519865	0.324045
0.523150	0.015720	0.506963	0.348035
0.493592	0.001294	0.506143	0.347781
0.485801	0.034907	0.471236	0.334300
0.502169	0.013893	0.503301	0.315833
0.512809	0.006976	0.495947	0.320504
0.502163	0.363818	0.500011	0.322012
0.487682	0.333221	0.478970	0.344792
0.495360	0.326769	0.496899	0.323770
0.497004	0.315354	0.504966	0.338842
0.506420	0.361928	0.491927	0.342295
0.513702	0.005313	0.429422	0.671571
0.519398	0.022914	0.474552	0.661553
0.505371	0.005726	0.455401	0.682978
0.516947	0.013823	0.529186	0.662447
0.521240	0.001826	0.501499	0.702204
0.539293	0.019342	0.478569	0.671383
0.457887	0.004439	0.469802	0.676952
0.498339	0.027640	0.521185	0.656686
0.487878	0.019073	0.541584	0.306885
0.494175	0.012547	0.492862	0.335798
0.484510	0.033234	0.497753	0.351391
0.492027	0.028008	0.511930	0.341058
0.524082	0.006876	0.529425	0.335808
0.481547	0.009594	0.462957	0.344572
0.533511	0.017712	0.513495	0.654094
0.532481	0.013085	0.486514	0.679113
0.471556	0.005685	0.483881	0.628288
0.499379	0.004224	0.021286	0.339502
0.475164	0.028299	0.003062	0.316492
0.471349	0.009484	0.016356	0.336120
0.521535	0.033726	0.002594	0.290982
0.480229	0.000609	0.001351	0.308977
0.500589	0.050128	0.011847	0.360159
